Sentence,Period,Year,Structure,ClauseType,Construction,Mverbf,Mfiniteness,MatrixMood,Mmoodrase,Everbf,Everbfiniteness,Everbmood,Everbmoodrase,Complementizer
"a su Alteza el no creer rumores falsos ya, más volviese como príncipe magnánimo a la Corte a gobernarlos, pero no ",1600,c1619,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"Por no creer esta verdad estuve mil veces; pero vila con la vista, que entonces clara y sin legañas tuve. ",1600,1614,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"estuvo por no creer a don Antonio, pero por ver cuán poco tiempo había para hacer la experiencia no quiso ",1600,1615,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"para no creerla robada Alchipre. No sabré dezir si el color que con licencia del oro parecia era tela, o ",1600,1629,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"si no creerlas es cordura, no es cordura no temerlas, porque en estas conjeturas, si el crédito es livianda",1600,c1650-1651 ,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
y no creerle à èl mismo hasta escudriñarle las entrañas con las manos. Todo esto sucedio a Cristo I,1600,1626-1635 ,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
no creerlo hasta que mi tío libre esté o en la demanda muera yo. Y esto lo digo porque es dezir,1600,c1650-1651 ,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"pues el no creerme será ignorancia, y el [no] remediarme, imposible de tener algún alivio. No quiero desesperarme",1600,1613,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
De no creerte estoy corrido,1600,1599-1622 ,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"para no creer á Estrabon, y á Plinio, el que en las Costas de Calcedonia hay hoy Pesquerias de Atunes. ",1700,1757,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"para no creer a todos los demás. Lo que alega a favor de el médico Aubri, que cita las personas que curaba, ",1700,1750,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
Presumen no creer a la carlona,1700,c1774,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"de no creer cosa de estas que oyesse, o leyesse, hasta hacer la experiencia por sí mismo, Unde ab illo tempore ",1700,1728,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"para no creer a los saludadores de ligero, y para que se hagan los experimentos de su ostentada virtud ",1700,1729,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"de no creer á nadie sobre su palabra, y de que no debe darse asenso ni credulidad á unos hechos de esta ",1700,1796,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
para no creerle haya el motivo que basta para no creer a todos los demás. Lo que alega a favor de el médico ,1700,1750,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"el no creer ciega y neciamente en ella no es un motivo para no procurarla, ni menos para oponerle un grande ",1800,1877,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
Anda afectaba no creer á los ingleses era el gobierno de las Islas. Éstos no reconocían más gobernador que al ,1800,1803-1806 ,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
Tú afirmaste no creer nada de lo que la madre de ese hombre nos dijo.,1800,1876-1877 ,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"y no creer conveniente á los sesenta años entrar en una diócesis desconocida, aprovechó esta ocasion de ",1800,1855-1875 ,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"a  no creer nada, a considerar toda palabra de hombre... o mujer, como un ruido del viento, como el gotear de la lluvia... Veremos grandes cosas. El nuevo Estamento nos traerá batallas formidables. ¡Hablar, ",1800,1898,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"a no creer sobrado larga, si bien no ajena de este lugar, la explanación de los diversos principios en",1800,1830,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
No creerla habría sido como poner en duda la luz del día.,1800,1884,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
no creerla persona viva y como las demás de nuestra especie.,1800,1875,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
no creerla digna de su inmundo ,1800,1852,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"por no creerlas justas, y después, por no turbar con recuerdos tristísimos estas líneas de paz y de ",1800,1884,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creernos una Arcadia tonta a lo místico, y esperar confiados en que nuestro porvenir ha de ser ",1800,1868,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
á no creeros obligados á aprobar todo lo que es malo y á censurar todo lo que es bueno? ¿Cómo os atreveréis ,1800,1865,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creerse obligados a constituirse en junta central de gobierno de toda Cataluña, estableciendo las bases ",1800,1868,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
de no creerse triunfantes los arrianos sino cuando hubieron arrancado una leve culpa de la ancianidad y falta de ,1800,1855-1875 ,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
si no creerse a lo menos sospecharse de que también diera este tan infame como atrevido; pero las Cortes ,1800,1831,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
por no creerse digno de que ideas y comuniones tan altas entrasen en su pobre morada.,1800,1886,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"y a no creer como creo,",1900,1917,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creer a uno solo, porque puede, o estar equivocado, o querer engañar; no juzgar a una persona por ",1900,1917,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"que no creerle honrado y caballero de posibles... Con odiarle me consolaba yo, y ahora resulta que...  ",1900,1906,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"a no creerlo así, ",1900,1903,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
", para no creernos obligados a más repeticiones.",1900,1921-1944 ,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"de no creer esta historia, aunque, después de todo, no sé qué iba ganando yo con engañarlos; pero mi viaje a las ",1900,1930,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
acaba por no creer nada,1900,1931-1933 ,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
no creerse jamás vencido,1900,1945,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"a no creer a ninguno y a dejar las cosas en paz y como están. Con Colón, pasa  lo mismo; el día que un erudito ",1900,1956,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
"cosa de no creer a las uvas salvajes. Hállanse, dentro de cada grano, uno, dos, y a las veces tres cuesquecitos ",1900,1962,other,non-interrogative,other,creer,non-finite,Na,Na,Na,Na,Na,Na,Null
y no creídas fuerças,1500,1580,other,non-interrogative,other,creidas,non-finite,Na,Na,Na,Na,Na,Na,Null
"eran las no creídas razones del maldiciente Clodio, de quien él, a su despecho, hacía tan manifiesta prueba",1600,1616,other,non-interrogative,other,creidas,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creído regocijo una suave música de la materia de su decir, procuró subir sobre el revoltoso aire",1500,1552,other,non-interrogative,other,creido,non-finite,Na,Na,Na,Na,Na,Na,Null
"conocido o no creído hasta ahora. Que ni lo que éste pudiera encerrar en sí, por algunas consideraciones ",1500,1598,other,non-interrogative,other,creido,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creídos dentro del corazón del mar metidos. Túrbese el agua turbia y bulliciosa del mundo miserable, ",1600,1617,other,non-interrogative,other,creido,non-finite,Na,Na,Na,Na,Na,Na,Null
"de su no creído oprobio y de su ignominiosa desventura, por más que oponía los inocentes y recatados ",1700,1786,other,non-interrogative,other,creido,non-finite,Na,Na,Na,Na,Na,Na,Null
no creiendo a los prophetas,1600,1634,other,non-interrogative,other,creiendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"que verdat no creyda es puesta en lugar de mentira, asy como mentira creyda en lugar de verdat. Aquel miente, que piensa dezir ",1400,a1424-1520 ,other,non-interrogative,other,creyda,non-finite,Na,Na,Na,Na,Na,Na,Null
"y no creydo circulo a las tierras y a los mares) al punto mismo donde salieron, lo que no se vio jamas con gran parte en ninguna de las Monarquias que celebra la antiguedad, Medos, Persas, Babylonios, Griegos ",1600,1605,other,non-interrogative,other,creydo,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creyendo nada en ellos, la vida d'el y de aquellos le rogue que me dixesse.  Respondiome: ",1400,a1424-1520 ,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"non creyendo á las autoridades de la Sagrada Escritura que aquesto dize, demandó razon natural  ",1400,1458,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
no creyendo e marauillandose de gozo dixo. tenes aqui algo de comer. e ellos dieron le la metad de vn ,1400,a1485,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
no creyendo a todas las profetas: ca dizian auer ellos profetizado por diuersos spiritos.,1400,1490,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
". E non creyendo a la verdat manifiesta, búscasla en los logares ascondidos e obscuros; e llamando ",1400,a1444,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creyendo a lo que le era dicho, dixo que todo aquello era burlería y que algún nigromántico fazía aquello ",1500,1542,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creyendo hasta entonces el misterio de su sacratísima Resurreción, como lo vemos explicado por el sancto ",1500,1589,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creyendo jamás que uviera ausencia que me pusiera do morir me veo i do el morir procuro. ¡Ven, Muerte",1500,c1577-c1604 ,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creyendo cosa alguna de lo que se avía predicado. El otro, compungido, de aý a pocos días entró en ",1500,1553,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
e no creyendo e muchas vezes les acaece que persiguiendo a la muger les viene lo que temen y con ,1500,1546,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
", no creyendo a lo que víades, teniendo la fee en lo que nunca vistes (como quien no dize nada) fuistes ",1500,1528,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creyendo a los médicos ni a sus criados muy privados, que le juraban que no estava muy malo.",1500,1491-1516 ,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
aunque no creyéndolo luego por no parescerles ,1500,1560,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creyéndome a mi mismo, si quizá no las haya soñado. Pero, en la verdad, como otras tales y peores ",1500,c1527-1561 ,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"la presa, no creyendo jamás eran los nuestros tan pocos. Caso por cierto raro y bien singular del gran descuido nuestro y flojedad en que vivimos.",1600,1654-1658 ,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creyendo apenas Que era vision, y que durmiendo estaua: El que hizieron tambien las plazas llenas ",1600,1609,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creyendo nada, cuyas sombras visibles oscurecen el alma de tinieblas rodeada. Aquellos intervalos, ",1600,c1649-1656 ,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"que no creyéndola humana, la adoré como divina. Hoy, pues, que al llanto se inclina, mayor esperanza ",1600,1661,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"No creyendo esta verdad algunos antiguos dividiéron las palmas en estériles y fructíferas, segun que ",1700,1797,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
no creyéndola muerta,1700,1793,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
mas no creyendo aquella villa bastante fuerte para hacerla centro y base de las correrías con ,1800,1832,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creyéndola así, de lo que se convence después; y cuando comunica a Morejón la instalación de la regencia con la ",1800,1868,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"No creyéndole seguro en El Infierno, el alcaide le trasladó a un calabozo, y de allí a una de las altas bohardillas ",1800,1879,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creyéndome seguro aliado de Espartero por haber venido aquí sin tropas, me acojo al pabellón inglés",1800,1899,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creyéndose obligado á los pactos convenidos con Tadmir, que fueron con él y no con sus sucesores.",1800,1855-1875 ,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
no creyéndose llamado en aquella ,1800,1898,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"Pero no creyéndose llamado á catequizar directamente á las tres razas afines, sentía dentro de sí un ",1900,1905,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
"no creyéndose observada, se pasaba el pañuelo por los ojos, donde se había vuelto agua corriente el rocío",1900,1905,other,non-interrogative,other,creyendo,non-finite,Na,Na,Na,Na,Na,Na,Null
de no creyer a ellas et las menospreçiaua. De la qual cosa se alegrauan sus enemigos diziendo que por esta ,1300,1379-1384 ,other,non-interrogative,other,creyer,non-finite,Na,Na,Na,Na,Na,Na,Null
no cree que jamás podrá acabarse por más que la fortuna o tiempo quiera. Y estando ymaginando y sin quexarse ,1500,1554-1559 ,other,non-interrogative,other,cree,finite,ind,ind,Na,Na,Na,Na,That
"No creemos que a Urgel la alcanzasen las susodichas expediciones de los árabes, y la misma herejía qu",1800,1884,other,non-interrogative,"1st present (creo, creemos)",creemos,finite,ind,ind,Na,Na,Na,Na,That
"no  creemos que á nadie le quepa duda sobre esta verdad en los meses de verano, que van corriendo ó que ",1800,c1870-1905 ,other,non-interrogative,"1st present (creo, creemos)",creemos,finite,ind,ind,Na,Na,Na,Na,That
"no creemos que jamás se le haya ocurrido al estudiante Cabrera meditar sobre una teoría política, ni ",1800,a1863,other,non-interrogative,"1st present (creo, creemos)",creemos,finite,ind,ind,Na,Na,Na,Na,That
"no creemos que para ello hallase ningún obstáculo grave. Ni las corporaciones religiosas, ni los prelados",1800,1861,other,non-interrogative,"1st present (creo, creemos)",creemos,finite,ind,ind,Na,Na,Na,Na,That
"no creemos que así sea en la inmensa mayoría de los casos, y tampoco en la segunda, dada la rareza ",1900,1964,other,non-interrogative,"1st present (creo, creemos)",creemos,finite,ind,ind,Na,Na,Na,Na,That
"no creemos que a la vista de la conducta observada con relación al catolicismo español, a la vida española ",1900,1952-1956 ,other,non-interrogative,"1st present (creo, creemos)",creemos,finite,ind,ind,Na,Na,Na,Na,That
y no creemos que a nadie se le ocurra incluir entre los modismos expresiones compuestas del tipo de ,1900,1950,other,non-interrogative,"1st present (creo, creemos)",creemos,finite,ind,ind,Na,Na,Na,Na,That
"no creemos que á todos los moriscos valencianos, y menos españoles, se les pudieran aplicar las seria",1900,1901,other,non-interrogative,"1st present (creo, creemos)",creemos,finite,ind,ind,Na,Na,Na,Na,That
"non creen que Balan matase con la poçoña del mal ojo por dos razones: vna, que sy con la poçoña del su mal ",1400,c1422-1433 ,other,non-interrogative,other,creen,finite,ind,ind,Na,Na,Na,Na,That
quizá no creerá que jamás haya seguido la regla de construir los imperativos y subjuntivos por futuros. Y como ,1800,1820-1823 ,other,non-interrogative,other,creerá,finite,ind,ind,Na,Na,Na,Na,That
"no creerán que esta desviacion de aduanas, esta sustitucion de cobradores de los impuestos y de ",1800,1873,other,non-interrogative,other,creeran,finite,ind,ind,Na,Na,Na,Na,That
"no creeré que a mí me quieres; dueña de mí mismo eres, hazme de ti misma dueño.",1600,1634,other,non-interrogative,other,creere,finite,ind,ind,Na,Na,Na,Na,That
no creí que os mereciera tal infamia y tal agravio!,1700,1765,other,non-interrogative,other,crei,finite,ind,ind,Na,Na,Na,Na,That
No creí que una pobre lugareña como mi hija inspirase pasiones tan volcánicas.,1800,1876,other,non-interrogative,other,crei,finite,ind,ind,Na,Na,Na,Na,That
No creí que se me recibiera con agrado; pero tampoco con burla.,1900,1922,other,non-interrogative,other,crei,finite,ind,ind,Na,Na,Na,Na,That
porque no creia que personas que tuvieron tan honrada suerte darian ocasion cuya pena fuese soga; y al maese de ,1600,c1605-1609 ,other,non-interrogative,other,creia,finite,ind,ind,Na,Na,Na,Na,That
Yo no creía que esta desgracia  tuviera lugar   ahora... Me ha sorprendido... ¿Qué remedio queda sino ,1800,1895,other,non-interrogative,other,creia,finite,ind,ind,Na,Na,Na,Na,That
Marta no creía que hacer un favor borrase el pasado de los hombres,1900,1961,other,non-interrogative,other,creia,finite,ind,ind,Na,Na,Na,Na,That
"No creía que amar fuese de por sí debilidad, pero desde luego predisponía a una suerte de felicidad desorbitada",1900,1961,other,non-interrogative,other,creia,finite,ind,ind,Na,Na,Na,Na,That
no creía que para Inglaterra fuese un buen ,1900,1953-1974 ,other,non-interrogative,other,creia,finite,ind,ind,Na,Na,Na,Na,That
yo no creía que Sorolla tuviera ninguna simpatía por mí ni por mis libros.,1900,1944-1949 ,other,non-interrogative,other,creia,finite,ind,ind,Na,Na,Na,Na,That
Yo no creía que entre los españoles hubiera gente tímida y apocada,1900,1939-1941 ,other,non-interrogative,other,creia,finite,ind,ind,Na,Na,Na,Na,That
que no creía que cosa de su mal le quisiese,1400,c1400-1498 ,other,non-interrogative,other,creía,finite,ind,ind,Na,Na,Na,Na,That
no creían que aquellas provisiones fuesen por el procurador del reino de Valencia y por los oficiales reales ,1500,1562,other,non-interrogative,other,creían,finite,ind,ind,Na,Na,Na,Na,That
"no solo no creisteis que os auia de sanar, antes os reisteis y burlasteis de mi en vuestro coraçon, y aunque es bueno ",1600,1605,other,non-interrogative,other,creisteis,finite,ind,ind,Na,Na,Na,Na,That
no creo que  so el çielo ovo otra que  tanta espirençia [esperiençia] de si mostrase. yo no tengo ni terne otra ,1400,1400-1500 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que ave ande en el agua, que no halle que comer en ella, pues ese fin las mueve a continuar tal estancia.",1500,1589,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que jamás os veis cabe ellos; y, por otra parte, les debéis amor por ser de vuestra cofradía tan ",1500,1589,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que os faltaría nueva doctrina con que la saborear.,1500,1589,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que a otro convengan más que a mí las doctrinas del Ave María y de la Salve, Regina. Y propongo ",1500,1589,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que a peor estado se puede venir que a éste.,1500,1573-1577 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"aunque no creo que se me podrá decir: temiste donde no había razón de temer, pues el juego según está entablado",1500,1555,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que entre vosotros falta, así de años, como de lo demás, porque vos no llegáis a veinte y cuatro ",1500,1550,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"No creo que a Francia, puerto a puerto, vino escuadrón mejor, [tan] estimado [como el que va detrás del] rey ",1500,1549,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que a las hadas agradase. Esto porque así el tiempo tal corriese y el fiero destino de ellos se ,1500,1549,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"quales yo no creo que a un príncipe, o señor, o república fuesse diffícile usarlos, o enseñarlos, y no me apartaré ",1500,1536,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"Yo no creo que a los soldados de agora los pudiésedes conduzir a cavar, porque, o se os amotinarían",1500,1536,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"No creo que se me antoja qué auéys de llenar en los dientes, por tanto, hable la boca que pagará la coca.",1500,1536,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que os paresçerá sino muy bien, que es sobre el baúl de torneo vn farol de oro lleno de llamas ençendidas ",1500,1535-c1552 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que a otro lo puedo yo más conuinientemente preguntar,1500,1535-c1552 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
Yo no creo que jamás en otro lugar tan perfetamente como en éste se viese cuán grande fuese el deleite ,1500,1534,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que a otra cosa sino a matar pues que eres muerte. Por embidia entraste y a todos la tienes, y tanta ",1500,1530,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que jamás sastisfarán sus personas el mal que han hecho sus lenguas. No hago mención del bollicio ,1500,1527,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que pelo jamás cubriría aquella señal de la cruda mano.,1500,1519,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que jamás amador fue igual conmigo,1500,c1514-1542 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que os recordásedes sino como por ocasión de tantos trabajos como vuestra carta recita. ,1500,1511,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que jamás ovo hombre christiano ni judío ni pagano que viesse tanto de las partes de levante cuanto ,1500,1503,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que jamás vuelva el deseo ,1600,1661,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que se le aventaja ninguna flor de las desta tierra; especialmente la flor de la Granadilla de los Q,1600,1653,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que hasta hoy me llamó alguno. Mas ¿qué es esto que miro? ¿Yo temo, me acobardo y me retiro? ",1600,1634,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que os podrá haber dicho cosa que a su sangre generosa contradiga, ni al deseo que de serville ",1600,1615,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que se me acuerda.,1600,1613-1626 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que atreverse pudo A no cumplir su virginal promesa; A la garganta aprieta un mortal nudo, ",1600,1604,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que jamas os veais en eso,1700,1772,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que como tal, tenga privilegio para dispensar y anular las leyes eclesiásticas; y si no me enga",1700,1769,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que Jordi,1700,c1745,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que se le pueda alabar el haberlo practicado tan sin templanza y sin necesidad, pues no me ",1700,1737-1789 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
". No creo que esta definicion sea exacta, pues el fuero de poblacion de Melgar de Suso habla de est",1800,1855-1875 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que una niña falte a su deber por el hecho de obedecer a sus padres.,1800,1850,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que morir deba nunca un caballero, que lleva en el cinto espada, como una res destinada por ",1800,1844-1852 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
. No creo que una señora tan alta...,1800,1841,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
; no creo que una nación sea el patrimonio de una familia; no creo que pueda ser poseída por ella como ,1800,1836-1837 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que andarse sin guías por andurriales, atajos, escaleras y pasadizos no conocidos sea muy prudente",1800,1834,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
Yo no creo que se le diese providencia alguna para que los trajese; pero bien vió el vivo interés que en ,1800,1820-1821 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo Que fuerza ni vigor de ley obtenga Lo que con nombre tal guardar se manda.— Si no sé lo ,1800,1816-1817 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que esta vinta pudiese hacer nada contra ,1800,1803-1806 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"Yo no creo que esta agua se caliente en el monte, porque era preciso que al pasar por los poros y conductos ",1800,1803-1806 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"que no creo que jamás se adelante nada. Se ha establecido en Manila una Compañía, concediéndola el ",1800,1803-1806 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que apénas nacen dexan el nido, ni que los padres les lleven pedazos de pescados, hígados, &c",1800,1802-1805 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que se le haya olvidado el A B C de la doctrina cristiana.,1800,1895,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que Amparo se oponga a que lo siga siendo. Le debemos obsequios y favores sin fin, y nosotros ",1800,1884,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que a las mujeres se nos haya otorgado ,1800,1881,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que para mí pudieran existir posición ni estado mejores que los que ahora tengo — repuso la Hormiga ,1800,1879,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
