Sentence,Period,Year,Year2,MClauseType,MClauseType2,Mverbclass,Mverbl,Mverbf,Mverbfin,Mverbtype,Construction,Everbf,Emood,Emoodrase,EClauseType
¿No sabeis que desde el dia Que la jícara me dieron Del maldito chocolate Que me hizo perder el se,1700,1715,1715,interrogative,,factive,saber (know),,,,,,,,
"¿No sabe que la moda, que ahora reyna, es hablar cada uno de lo que no entiende? Yo le diré a V. md. lo ",1700,1745,1745,interrogative,,factive,saber (know),,,,,,,,
no saben que lo son? ,1700,1753,1753,interrogative,,factive,saber (know),,,,,,,,
"¿no sabemos que Cicerón dedicaba sus obras a sus parientes y a sus amigos? Y, ¿Cicerón fue fraile mendicante",1700,1758,1758,interrogative,,factive,saber (know),,,,,,,,
"¿No sabemos que Virgilio dedicó o, a lo menos, pensó dedicar su Eneida a Augustó? Y, ¿fue fraile ",1700,1758,1758,interrogative,,factive,saber (know),,,,,,,,
"¿no sabe que uultus, uultus, uultui significa el semblante?",1700,1758,1758,interrogative,,factive,saber (know),,,,,,,,
"¿Quién no sabe que ésos son hipérboles galantes, valentías del discurso, arrojos del ingenio y festivísimas aperturas de una fantasía que se eleva, que se arrebata y no anda arrastrando por el suelo? ",1700,1758,1758,interrogative,,factive,saber (know),,,,,,,,
"¿Cómo ha de probar un Fiscal de los que pasan desde la beca a la toga, que en todos los Reinos y Provincias de España están secularizados los diezmos, y que las Iglesias los gozan por donaciones de los Reyes, si no saben que graves y doctos varones han hecho manifiesto de ello en sus escritos? ",1700,1761,1761,interrogative,,factive,saber (know),,,,,,,,
"). ¿Cómo se ha de oponer un Fiscal a los repartimientos de subsidio que se hacen a las tercias reales, enajenadas de la Corona, si no sabe que todas son de real patrimonio, y libres de todas contribuciones eclesiásticas, y que está mandado a petición de las Cortes de Valladolid el año 1548 o se reparta  sobre tercias ",1700,1761,1761,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que en la montaña, como no hay gente plebeya, todos hacemos á todo?",1700,1764,1764,interrogative,,factive,saber (know),,,,,,,,
¿no sabemos que la han pasado en un puro y continuo movimiento?,1700,1764,1764,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que eso no es moda? Y dime, infame, ¿esa aspa á qué viene? ¿Te crío yo para mujer ordinaria",1700,1764,1764,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que sois el amo?,1700,1765,1765,interrogative,,factive,saber (know),,,,,,,,
¿no sabe que las que alcanzan son ellas? Vamos.,1700,1765,1765,interrogative,,factive,saber (know),,,,,,,,
¿No saben que son muy dueños?,1700,1765,1765,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que tengo licencia de mi ama yo para ir á San Isidro?,1700,1766,1766,interrogative,,factive,saber (know),,,,,,,,
¿No sabe que debe hacer cuanto los mayores mandan?,1700,1766,1766,interrogative,,factive,saber (know),,,,,,,,
¿no sabes que me han traído de Francia un vestido muy bonito?,1700,1766,1766,interrogative,,factive,saber (know),,,,,,,,
"¿no sabe que es una loca, una necia desaliñada, y que yo tengo gallarda presencia? Váyase, váyase digo",1700,1766,1766,interrogative,,factive,saber (know),,,,,,,,
"¿no sabéis que un doctor tiene muchas cosas reservadas que preguntar, y que á un padre le es indecente escucharlas?",1700,1768,1768,interrogative,,factive,saber (know),,,,,,,,
"¿no sabes que anda estos días ocupado, disponiendo otra función en su casa?",1700,1768,1768,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que tu marido y el mío son compañeros, y con su jornal apenas para tres días tenemos que comer, muy poco y malo; y eso que yo me ingenio tal cual, y de aquí ó de allí siempre alguna cosa llevo",1700,1770,1770,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que hay ojos que de legañas se enamoran?,1700,1772,1772,interrogative,,factive,saber (know),,,,,,,,
¿Pues no sabes que hay estacas de seis palmos?,1700,1772,1772,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que yo en mi casa tengo todos los vestidos que se han buscado de gala  para hacer nuestras comedias y entremeses?,1700,1772,1772,interrogative,,factive,saber (know),,,,,,,,
"¿Pues no sabes que la mujer, por condición precisa, ama lo que le vedan, sigue tenaz su antojo, huye del que ",1700,1784,1784,interrogative,,factive,saber (know),,,,,,,,
"¿pensáis que no os vi, ni os oí, y que no sé que mojabais en el mismo infernal plato de los cocheros? ",1700,1786,1786,interrogative,,factive,saber (know),,,,,,,,
¿no sabe que la Florita está ciega por su Mariano? Estos viejos son fatales. Ellos piensan que los mozos ,1700,1787,1787,interrogative,,factive,saber (know),,,,,,,,
¿Quién no sabe que en las monedas y en los monumentos públicos se siguen los usos y las fórmulas establecidas y constantes y no se admiten fácilmente las novedades? ¿Cuántos siglos no se han ,1700,1793,1793,interrogative,,factive,saber (know),,,,,,,,
¿Tú no sabes que el Conde*** me ha indicado un buen plan para libertar á Cornelia?,1700,1799,1799,interrogative,,factive,saber (know),,,,,,,,
"¿Pues no sabe que estas  bibliotecas son lugares de silencio, y que en ellas no se tienen mas disputas que los ",1800,1811,1811,interrogative,,factive,saber (know),,,,,,,,
"¿No sabe que si los Franceses no bastasen a acabar lo que han emprendido, tendríamos a toda la Europa encima, porque toda ella se ha propuesto acabar con la tal constitución y con el desatinado govierno ",1800,1823,1823,interrogative,,factive,saber (know),,,,,,,,
"..., no sé que aciago destino me hace pelear contra ti, cuando respetarme quisiera como al hermano de esa ",1800,1830,1830,interrogative,,factive,saber (know),,,,,,,,
"por no sé que briznas de enamorado y babieca la ocasión de aprender a distinguirte entre los adalides de la fama. Pero alto: ha aquí las murallas de Ampurias; deja a mi vigilancia esos soldados, y corre, si te ",1800,1830,1830,interrogative,,factive,saber (know),,,,,,,,
¿no sabes que acabas de retar al que ha derribado veinte campeones más capaces que tú de mantenerse ,1800,1830,1830,interrogative,,factive,saber (know),,,,,,,,
¿Pues no sabes que Matilde se complace en hablar con los espíritus? ¡Pobres de nosotros si interrumpiésemos ,1800,1830,1830,interrogative,,factive,saber (know),,,,,,,,
", ¿no sabía que Cartagena estaba a nueve leguas de distancia de los enemigos, que el número de éstos no pasaba de la tercera parte de las tropas que componían su guarnición, que por consiguiente podía ",1800,1831,1831,interrogative,,factive,saber (know),,,,,,,,
"¿Por ventura no sabemos que en el Támesis y el Sena se encuentran cada momento cadáveres a montones, víctimas de su despecho?",1800,1831,1831,interrogative,,factive,saber (know),,,,,,,,
¿No sabe que soy...?,1800,1831,1831,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que la gula es un enorme pecado? Es verdad que no has bebido arriba de diez cuartillos, pero si no te sienta bien, ¿por qué quieres tentar a Dios? Y tú, morisco, tampoco debías beber vino por ",1800,1834,1834,interrogative,,factive,saber (know),,,,,,,,
"¿no sabías que en Calatrava, acaso, está con otra ya casado ese pérfido Macías?",1800,1834,1834,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que es trovador? ¿Y no visteis trovas?*,1800,1834,1834,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que soy sordo?...,1800,1834,1834,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que la ficción y el silencio son el arte de las mujeres?,1800,1834,1834,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que los que os han de prender no han entrado en el monasterio?,1800,1835,1835,interrogative,,factive,saber (know),,,,,,,,
¿Pues no sabe que hay ladrones?,1800,1836,1836,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que hay un infierno para los perjuros? ,1800,1837,1837,interrogative,,factive,saber (know),,,,,,,,
¿no sabemos Que Giácomo vuelve?,1800,1839,1839,interrogative,,factive,saber (know),,,,,,,,
"¿no sabes Que si á tus plantas mi soberbia humillo, Es por piedad á ti?",1800,1839,1839,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que destella todo el poder de amor cada mirada que echas en derredor inadvertida? ¿No sabes ,1800,1839,1839,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que seguida eres doquier te escondas por los ojos de un joven que te adora? Helo a tus pies,1800,1839,1839,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que ellos decían que al león entretendrían? ,1800,1840,1840,interrogative,,factive,saber (know),,,,,,,,
"¿usted no sabe que vamos luego a la ópera, y a la tertulia más tarde? ",1800,1840,1840,interrogative,,factive,saber (know),,,,,,,,
¿Y no sabéis que murió?,1800,1840,1840,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que firmé de propio puño con la señal de la cruz...?,1800,1841,1841,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que la tradición tan diestro me tiene ya que hasta en la sombra que pinto encuentro que sospechar? ,1800,1841,1841,interrogative,,factive,saber (know),,,,,,,,
Yo no sé que especie de sensacion se esperimenta al acercarse á la tumba de los tiernos y desgraciados amantes cuya historia hace mas de siete siglos aprenden ,1800,1842,1842,interrogative,,factive,saber (know),,,,,,,,
yo no sé que tiene aquella tierra!...»,1800,1842,1842,interrogative,,factive,saber (know),,,,,,,,
no sé que me contestó,1800,1842,1842,interrogative,,factive,saber (know),,,,,,,,
me contestaron no sé que en aleman,1800,1842,1842,interrogative,,factive,saber (know),,,,,,,,
"No sé que, se pudiera viajar con mas economía, no digo en diligencia comun, ni en galera, sino ni en un pollino",1800,1842,1842,interrogative,,factive,saber (know),,,,,,,,
"No sé que pueda haber un Gabinete de agricultura mas rico. No se ha inventado sistema, no se ha descubierto utensilio, no se ha adoptado instrumento de labranza en país alguno, de que no haya ",1800,1842,1842,interrogative,,factive,saber (know),,,,,,,,
"¿no sabes que el mariscal Soult es cojo como tú? — Vaya por Dios, señor: por cuánto no me habia yo de parecer á cosa buena!» — Rodea la sala un balcon sostenido por consolas, y del lado del jardin hay una tribuna sostenida ",1800,1842,1842,interrogative,,factive,saber (know),,,,,,,,
"y á no saber que estaba dedicado al culto de una santa penitente, se tomaria por un teatro. Diez años estubo destinado ",1800,1842,1842,interrogative,,factive,saber (know),,,,,,,,
"no sabes que ahora está en la isla de Hieres, donde le trasladaron porque en este país se le resentia la salud al pobrecito?»",1800,1842,1842,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que mañana vendrán por vos para llevaros a la iglesia y arrancaros la palabra fatal?,1800,1844,1844,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que es tierra de paso y campo de destierro? El tiempo trae muchas cosas buenas consigo, y Dios nos ve sin cesar desde su trono.",1800,1844,1844,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que cada uno de esos oficios cuesta muchos años, y tú, quieres aprender uno cada día? ",1800,1844,1844,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que Catalina tiene que morir como Blanca de Navarra? — Todo lo sé, Jimeno: consuélate; ",1800,1846,1846,interrogative,,factive,saber (know),,,,,,,,
"¿no sabría que, si Dios bajó a morir, volvió al cielo al tercer día a subir?  Y si la tumba sagrada no enc",1800,1846,1846,interrogative,,factive,saber (know),,,,,,,,
"¿no sabes que acabo de ser escupido, pisoteado, aplastado como un insecto asqueroso? ¿no sabe",1800,1846,1846,interrogative,,factive,saber (know),,,,,,,,
"¿no sabes que nadie, ni la mujer que amaba, ha tenido una mirada de compasión para mí?",1800,1846,1846,interrogative,,factive,saber (know),,,,,,,,
"? ¿Y aunque invoques para eso al mismo diablo, no sabes que al lobo al lobo...?",1800,1846,1846,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que hubo aquí un incendio?,1800,1846,1846,interrogative,,factive,saber (know),,,,,,,,
"¿Y no sabes que estuve yo cerca de las llamas, en medio de la hoguera?",1800,1846,1846,interrogative,,factive,saber (know),,,,,,,,
¿no sabéis que acaba de marcharse de aquí...? ,1800,1846,1846,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que mientras estabais en la cuna peregrinaba yo por lejanas tierras, y teniendo poderosos ",1800,1846,1846,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que anduve cursando de escuela en escuela sólo por instruiros algún día, para que aventajarais en discreción y conocimientos a todas las damas de Navarra, como las aventajabais en hermosura",1800,1846,1846,interrogative,,factive,saber (know),,,,,,,,
¿no sabéis que otras personas os han precedido en vuestro proyecto?,1800,1846,1846,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que en Madrid son las narices el más cierto y verdadero guía para saber quien viene, quien va y ",1800,1847,1847,interrogative,,factive,saber (know),,,,,,,,
"¿e non sabedes que el jaco de malla, e la cota, e el broquel, e el montante, e otros arrequives de tal guisa, algún tanto empescen e perturban los miembros? Más aosadas que el ánimo, más despejado va ",1800,1847,1847,interrogative,,factive,saber (know),,,,,,,,
"¿Pues no sabes, mal aconsejado conde, no sabes que soy el único señor legítimo de toda España?",1800,1849,1849,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que las tres Personas no hacen más que un Dios? ¡Uno no más! —dijo el penitente—. ¡Ay, Jesús",1800,1849,1849,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis, si es que su voluntad queréis poner en duda, no sabéis que ella no ha tenido jamás otra que la mía?",1800,1849,1849,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que don Alfonso acaso le debe la corona, vos la honra, y que yo y mi hermano todo, todo se lo debemos?",1800,1849,1849,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que los ojos del corazón son mil veces más perspicaces que los de la cara?,1800,1849,1849,interrogative,,factive,saber (know),,,,,,,,
¿no sabes que no puedes resistir la vista de un muerto?,1800,1849,1849,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que estando tú triste no puede haber alegría en esta casa? ¿A qué viene pues la reserva? Si ,1800,1850,1850,interrogative,,factive,saber (know),,,,,,,,
! ¿No sabes que tu melancolía llena de amargura el corazón de tus padres?,1800,1850,1850,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que nuestros enlaces están aplazados para dentro de breves días?,1800,1850,1850,interrogative,,factive,saber (know),,,,,,,,
¿Te parece que no se que cada renglón es un verso?,1800,1850,1850,interrogative,,factive,saber (know),,,,,,,,
¿qién no sabe qe a nuestro famoso Dr. Orfila le llaman a boca llena Médico de París en el mismo sentido,1800,1851,1851,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que el poder de los poetas Es inmenso, Muriel: que cuanto tocan Hechizan con su magia: que, sujetas Á su poder, las almas se convocan Á oirles: que con prácticas secretas Hablan con el ausente, al ",1800,1852,1852,interrogative,,factive,saber (know),,,,,,,,
"¿Sus órdenes no sabes que obedecen Ejércitos de genios que á millares Amigos por doquier les favorecen, Haciéndoles los montes y los mares Transponer: que doquiera se aparecen Sin respetar ni ",1800,1852,1852,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que lo real, por terrible que sea, lo es menos que lo vago, y que es más terrible la sensación ",1800,1852,1852,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que la caridad es la primera de las virtudes, y se extiende sobre todo lo que sufre, como el sol de Dios por el mundo entero?",1800,1852,1852,interrogative,,factive,saber (know),,,,,,,,
"¿no sabes que camisa que mucho se lava y cuerpo que mucho se cura, poco dura?",1800,1852,1852,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que tiene ofrecidos a esta santa casa más de tres molinos y más de seis iglesias, y más de veinte yuntas con otras muchas riquezas, y que ahora nos viene dilatando el pago? ",1800,1852,1852,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que a mí no me es posible tenerla ya en este mundo?,1800,1852,1852,interrogative,,factive,saber (know),,,,,,,,
—. ¿No sabéis que es infalible su justicia? Él peleará por el bueno y humillará a los malos.,1800,1852,1852,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que eres muy linda?,1800,1854,1854,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que mi agonía raya en desesperación?,1800,1854,1854,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que es más poderosa que el huracán, y más despiadada que la tormenta?",1800,1855,1855,interrogative,,factive,saber (know),,,,,,,,
"¿Pues qué no sabías que su amor es mi vida, y que su corazón me pertenece? Venías a arrancarle de mi ",1800,1855,1855,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que ver pasar un día, y otro día en el tiempo, un acontecimiento y otro acontecimiento en el mundo y una idea y otra idea en la conciencia, sin que ni el día, ni el acontecimiento, ni la idea dejen rastro ",1800,1855,1855,interrogative,,factive,saber (know),,,,,,,,
"¿No sabeis que la permanencia en el pecado dificulta mas y mas su curacion? El pecador que quiere volverse á Dios no deja el único camino, que es la penitencia; y si la penitencia es el único camino, tambien ",1800,1855,1855,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que eso es imposible?,1800,1861,1861,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que acaban de dar las doce?,1800,1861,1861,interrogative,,factive,saber (know),,,,,,,,
¿no sabes que ese recuerdo puede darte la muerte?,1800,1862,1862,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que las lágrimas son un rocío del cielo?,1800,1862,1862,interrogative,,factive,saber (know),,,,,,,,
"¿y no sabéis que esas son consecuencias de vuestra doctrina? Cuando el clero estaba amparado por la sociedad, era natural que fuera regalista, era natural que viera aquí su amparo y su patronato; pero ",1800,1863,1863,interrogative,,factive,saber (know),,,,,,,,
"¿Quién no sabría que yo descansaba allí? Algún desconocido admirador de mis versos plantaría un laurel que, descollando altivo entre los otros árboles, hablase a todos de mi gloria, y ya una mujer enamorada ",1800,1864,1864,interrogative,,factive,saber (know),,,,,,,,
¿No sabe que Tertuliano murió en el montanismo? ,1800,1869,1869,interrogative,,factive,saber (know),,,,,,,,
"¿No sabe que Orígenes ha sido rechazado por la Iglesia? ¿Y por qué? ¿Por negar a Dios? No, por ",1800,1869,1869,interrogative,,factive,saber (know),,,,,,,,
"¿no sabes que mañana al rayar el día todos los presos de la Abadía y de la Fuerza han de ser llevados a la guillotina para que expíen las faltas de cien generaciones de despotismo? Ya te conozco, aunque ocultes ",1800,1871,1871,interrogative,,factive,saber (know),,,,,,,,
¿no sabéis que a Pluma le han puesto preso? ¡Si vierais cuántas novedades me cuenta! Y de Susanita,1800,1871,1871,interrogative,,factive,saber (know),,,,,,,,
¿Pus usté no sabe que las brujas cuando entran a misa no pueden salir de la iglesia si se queda el misal abierto?,1800,1871,1871,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que yo no puedo dormir? ¡Ah, cuánto gozo considerando su desesperación!",1800,1873,1873,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que es un embustero, atrevido, lascivo, tramposo y enredador? Ya se ha descubierto a qué debe su fortuna, y la verdad es que la culpa no la  tiene él, sino quien lo consiente. Es cosa averiguada ",1800,1873,1873,interrogative,,factive,saber (know),,,,,,,,
". ¿Por ventura no sabes que Napoleón fue quien restableció el culto en Francia, después de los horrores y herejías de la Revolución? ¿No sabes también que entre nosotros no falta algún endiablado personaje ",1800,1873,1873,interrogative,,factive,saber (know),,,,,,,,
"¿no sabes que en el Cuerpo de guardia se ha jactado ese miserable de que ha sido amado por mí, añadiendo que me despreció? ¿Has visto? ¡Si yo jamás he pensado en semejante hombre, ni creo haber siquiera ",1800,1873,1873,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que me han robado la mía? ¿No sabes que una compañía de ladrones, mandada por el tí",1800,1874,1874,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que una compañía de ladrones, mandada por el tío Lucas...?",1800,1874,1874,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que el Sr. D. Pablo ha acabado con toda la familia? ¡Pobre Pichota! Él dice que es una carne excelente; pero yo creo que me moriría de hambre antes de comerla.,1800,1874,1874,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que somos prisioneros de guerra? ¿Crees que nos dejan aquí para muestra?,1800,1874,1874,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que soy el primer jaulista de Madrid? Pues a fe que me dan poco trabajo las tales obras. Mira cuántas hay allí. Aquella que tiene tres pisos, con dos hermosísimas torres y su reloj figurado en ",1800,1874,1874,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que cuando cobro alguna paga la doy a los soldados? ¿No sabes que no me para un ochavo ,1800,1874,1874,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que no me para un ochavo en los bolsillos porque en seguida lo doy al que me lo pide? ,1800,1874,1874,interrogative,,factive,saber (know),,,,,,,,
", ¿tú no sabes que hay un Dios, el que te da de comer, el que te ha dado la vida, el que ahora ha dispuesto que me la quiten a mí?",1800,1874,1874,interrogative,,factive,saber (know),,,,,,,,
— ¿Pero no sabes que los franceses al retirarse esta mañana se llevaron todo lo que había  en la casa? Hace ,1800,1874,1874,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que desde que  oscurece, Candiola se encierra en un cuarto subterráneo y se está contando ",1800,1874,1874,interrogative,,factive,saber (know),,,,,,,,
"«¿No sabes que en el ejército francés está mi amigo el capitán de suizos D. Carlos Lindener, que servía el año pasado en Zaragoza? Voy a verle; recordarás que me debe algunas cantidades». Hízome quedar ",1800,1874,1874,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que una jugada inmensa con gran secreto preparo? ¡Mira mis cálculos! (Le enseña los papeles que hay sobre la mesa.) ¿,1800,1875,1875,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que he descubierto un desnivel, sin razón, sin motivo, sin objeto, entre la deuda...",1800,1875,1875,interrogative,,factive,saber (know),,,,,,,,
"?... ¿No sabes que estás preso?... ¿crees que no hay justicia ni leyes, ni corregidores? Atrévete a respirar...",1800,1875,1875,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que se dio a la comisión un edificio de mostrencos para que en él se reuniese y con todo recogimiento y comodidad pudiera dedicarse a sus trabajos?,1800,1876,1876,interrogative,,factive,saber (know),,,,,,,,
"— ¿Tú no sabes que al pueblo, al vulgo, al común de las gentes, o como quiera llamarse a esa turbamulta ignorante e impresionable, es preciso meterle las ideas por los ojos? Ya es un gran adelanto que hayamos ",1800,1876,1876,interrogative,,factive,saber (know),,,,,,,,
¿Acaso no sabe que  contra factum non valet argumentum?,1800,1877,1877,interrogative,,factive,saber (know),,,,,,,,
"¿no sabes que Luis Gonzaga, el hermano gemelo de tu novia, el que está de colegial en el Sagrado Corazón de Puyoo, tiene fama de ser un ángel con sotana? Chico, vas a vivir en medio de la corte celestial. ",1800,1878,1878,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que ya puede decir: «Quiero ver tal cosa»? ¿No sabes que ya mi primo no es ciego?,1800,1878,1878,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que ya mi primo no es ciego?,1800,1878,1878,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que dijo don Teodoro que los que nos criamos aquí nos volvemos piedras...? Yo no quiero ser una piedra, yo no.",1800,1878,1878,interrogative,,factive,saber (know),,,,,,,,
¿Tú no sabes que los que se han muerto están en el otro mundo?,1800,1878,1878,interrogative,,factive,saber (know),,,,,,,,
"¿Y tú no sabes que tu madre cometió un gran crimen al darse la muerte, y que tú cometerías otro igual imitándola? ",1800,1878,1878,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que está tu tía durmiendo la siesta?... ,1800,1879,1879,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que está en el hospital con un mal gravísimo, que  algunos tienen por hepatitis y otros por locura? ",1800,1879,1879,interrogative,,factive,saber (know),,,,,,,,
"¿No sabe que los que envía á presidio por delito de contrabando, hombres ó mujeres, son gente á quien el hambre impulsa, son los últimos instrumentos, que arriesgan mucho y ganan poco para enriquecer ",1800,1880,1880,interrogative,,factive,saber (know),,,,,,,,
"¿No sabe más todavía, no sabe que él, juez, firma la sentencia condenatoria de un contrabandista, fumando tabaco de contrabando? Yo se lo recordé á uno, por cierto recto como pocos, y capaz de ",1800,1880,1880,interrogative,,factive,saber (know),,,,,,,,
"¿no sabían que hoy, 11 de Febrero, celebro los días de mi mujer, que se llama Saturna?».",1800,1883,1883,interrogative,,factive,saber (know),,,,,,,,
"¿Luego tú no sabes, no sabes que Dios me dio la sorpresa? ",1800,1883,1883,interrogative,,factive,saber (know),,,,,,,,
"¿no sabes que las de García..., ¡pásmate!, ganan el pleito en el Supremo? Lo sé de fijo por el mismo abogado de aquí.» ¡Pin, pin! Y Amparo, a su vez, escuchaba frases coléricas: «Si te dieron palabras, que ",1800,1883,1883,interrogative,,factive,saber (know),,,,,,,,
"¿ No sabeis que los que trabajan en el santuario, comen de lo que es el santuario; y que los que sirven al altar participan juntamente del altar?",1800,1883,1883,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que tu cariño es mi alegría, que te creo y que te quiero?",1800,1884,1884,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que te quiero con toda mi alma? ¿A qué vienen ahora esas dudas? ¿No ves que me ofendes?,1800,1884,1884,interrogative,,factive,saber (know),,,,,,,,
"? ¿No sabes que soy la única persona que te ha comprendido? Vuélvete hacia mí, y no hagas caso de los demás... Estoy aguardándote desde anoche, ¡ingrato!, y tú tan distraído. ¿Qué se hicieron tus planes de escapatoria? ",1800,1888,1888,interrogative,,factive,saber (know),,,,,,,,
¿no sabéis que Morimos... Inmolados... Al... Ultraje?,1800,1888,1888,interrogative,,factive,saber (know),,,,,,,,
¿no sabes que podría costarte la torta un pan?,1800,1889,1889,interrogative,,factive,saber (know),,,,,,,,
"¿No sabías que, aun sin vino, a ti el sol te marea?",1800,1889,1889,interrogative,,factive,saber (know),,,,,,,,
¿Pero tú te creíste que yo no sabía que mañana te vas? ,1800,1889,1889,interrogative,,factive,saber (know),,,,,,,,
"¿A que muchos de mis lectores, españoles de raza, no sabían que existían esos Carlos V y Masaniellos (que no hay que confundir con el Massaniello de Catalina), Rosmundas y Blancas? Así ",1800,1890,1890,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que quiero morir, que necesito matarme prontito, y que no es cosa de estar dando pataletas en el agua, y salvándose una cuando menos gana tiene de ello?...",1800,1890,1890,interrogative,,factive,saber (know),,,,,,,,
¿usted no sabe que le ha dado un golpe mortal a la pobre Juana? ¿No sabe usted... que ese desaire... la mata?,1800,1893,1893,interrogative,,factive,saber (know),,,,,,,,
¿No sabe que hay modo de verme y hablarme... de otra manera?,1800,1893,1893,interrogative,,factive,saber (know),,,,,,,,
"¿Pero usted no sabe que la de San Quintín es también revolucionaria y disolvente? Sí señor, creo que todo anda muy mal en este planeta; que con tantas leyes y ficciones nos hemos hecho un lío, y ya nadie ",1800,1894,1894,interrogative,,factive,saber (know),,,,,,,,
¿no sabían que los odiaba? ,1800,1895,1895,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que si alguien me diera un pedazo de pan, ese pedazo de pan llegaría a tus manos sin que yo lo tocase?... ",1800,1895,1895,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que no sé leer? ,1800,1895,1895,interrogative,,factive,saber (know),,,,,,,,
", ¿crees que no sé que estás rica, y que en Cuatro Caminos tienes casa con muchas gallinas, y muchas palomas, y conejos muchos? Todo se sabe. —Cállate la boca, si no quieres que dé parte a D. Senén ",1800,1897,1897,interrogative,,factive,saber (know),,,,,,,,
"¿Pero tú no sabes que soy una vieja, y que si me vieras te caerías para atrás del miedo que te daba? ",1800,1897,1897,interrogative,,factive,saber (know),,,,,,,,
pero ¿no sabes que tengo que acabar esa levita para mañana?,1800,1897,1897,interrogative,,factive,saber (know),,,,,,,,
"¿Usted no sabe que las paredes oyen? O si no las paredes, nosotras, que estábamos en la habitación de al lado.",1800,1898,1898,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que esas locuras se pagan con la vida...? ¡Vaya, que si vuestras madres os vieran en este ",1800,1899,1899,interrogative,,factive,saber (know),,,,,,,,
"¿Pero tú no sabes que el puente de Briones amenaza ruina, y que el invierno pasado le echaron tapas y medias suelas en uno de los estribos, con lo que se quebrantó más, y ahora todos los que lo pasan ",1900,1900,1900,interrogative,,factive,saber (know),,,,,,,,
